text,confidence,target
RT @WSJWashington: NOAA: Blizzard Rearranges Climate Change Announcement http://on.wsj.com/ayzhTE,0.7127,
NOAA: Blizzard Rearranges Climate Change Announcement http://on.wsj.com/ayzhTE,0.6569,
"True, but EPA is less susceptible here than Congress. RT @drgrist ""Lobbyists rush to block EPA action on climate change http://is.gd/7Y8K3""",1.0,
Global warming deniers need to STFU. Climate change causes an increase in GLOBAL (not necessarily local) temps & larger storms. And oh look!,1.0,Y
US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: New York Times (blog) The Obama administr... http://nyti.ms/ae6mk0,0.6434,Y
The great global warming alarmist meltdown continues: http://bit.ly/92VvOv #ipcc #tcot #climate,0.6742,N
[...] and Reduce Greenhouse Gas Emissions  That Cause Global Warming Until Unemployment Drops Below Specified Level for Full Year,0.6528,Y
RT @Dofang Batman said it best on global warming: http://twitpic.com/11rlcm,0.6421,Y
Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ,1.0,Y
2 ft of snow on the ground and Obama administration has press conference to announce global warming tracker. Clueless. http://tr.im/Nn7P,1.0,N
Here we go again. Thank G#d for global warming? Another big snowstorm forecast for U.S. East Coast. http://bit.ly/cseILR,0.6859999999999999,N
"RT @DougBenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",1.0,Y
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/de9g7L",0.4739,N
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/0ugJ",0.6544,Y
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/Y4pz",1.0,Y
"RT @senatus: Despite long odds, outside groups are continuing to push the Senate on a climate change bill - http://is.gd/7XYkr",0.6847,Y
UN Environment Programme head defends conclusions of landmark climate change report: http://is.gd/7WkIo (via @UN),0.6709,Y
RT @redostoneage Two physicists scientific paper debunking global warming & how it violates basic laws of physics http://bit.ly/amRmtg,1.0,N
"Oceans reveal further impacts of climate change, says UAB expert http://bit.ly/OceanImpacts (via @EcoInteractive)",1.0,Y
Heading to Clarendon in global warming shirt. Will it get me laughs or get me shanked? We'll find out! #snowpocalypse,0.6566,Y
"And again I say: drop global warming, enviros. The issue is not PREDICTABLY rising temps but UNPREDICTABLE climate change. #snom!@#$g",0.6495,N
"@raygrantdotcom You know, a theory of global warming effect is that North Atlantic actually cools as polar ice melts, cutting of Gulf Stream",0.6986,Y
"Due to the snow (aka, global warming), Starbucks near me ran out of coffee!! What?!?",0.6501,Y
"NOAA announces new climate change ""portal"" www.climate.gov and plans for a Climate Service to provide data http://www.noaa.gov/climate.html",0.6890000000000001,Y
Effort underway to suspend California's global-warming law: http://bit.ly/cf8sO1 #climatechange #capandtrade,0.3563,N
@brytupper And we have another 10-20 inches of it on the way. We are running out of room to put our global warming!,0.7199,N
Really more snow?! Damn global warming - the pandas! what about the pandas!,0.3464,N
"RFK, Jr. 15 months ago: Global Warming means no snow or cold for DC http://tinyurl.com/yfeoz82 || Judge intentions, not results #manbearpig",0.6759,N
"@freddoso - great piece - RFK, Jr. 15 months ago: Global warming means no snow or cold in DC  http://bit.ly/aeTiCg #tcot #teaparty #sgp",0.4947,N
"Numb fingers limited my Tweetability after shoveling 27"" of global warming. DC forecast Tues: 10+ inches-Hell has indeed frozen over! #tcot",0.5103,N
US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change - New York Times (blog).. http://bit.ly/cxHD7l #obama',0.6469,Y
"@syancyfox5  now its 14""-20 FML i sorry but I htink im going team Plain global warming does not exist",1.0,N
@_Kaitie_  Team Paling GLOBAL WARMInG DOES NOT EXIST,0.6842,N
"#Commerce @SecLocke on #WhiteHouse #Climate Service proposal: ""Whether we like it or not, climate change represents a real threat.""",1.0,Y
"NOAA has unveiled a clearinghouse of NOAA climate change info, products & svcs at www.climate.gov",0.6734,Y
@ewerickson FWIW the idea of a national climate service started under Bush and it has nothing to do with global warming.,0.3632,Y
RT @Earthscan: There are a few well-worn arguments that people who do not want to believe that climate change is a reality......,0.7273,Y
How does the politicization of climate change affect public opinion? http://bit.ly/9lJKg5,1.0,
@washpost NOAA reorganization would provide more info on global warming: http://bit.ly/agqiIf #ocean #climate #acidification,0.7399,Y
@mlmoore2 I love how they act like they never said it either. They will remind us again in July about global warming.,1.0,N
Time Warp! 15 months ago RFK Jr. said Global warming means no cold or snow in DC.  http://bit.ly/bfq8s8 Suck it Bobby.,0.6768,N
Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,0.6527,N
"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",0.6752,Y
I hate when morons think that when we get snow it means there's no global warming. It is called CLIMATE CHANGE! Wake the F up!,1.0,Y
"RT @MISSMYA: ""Many believe global warming's from man made pollution, but planetary alignments hv a big influence on weather&all aspects of life on Earth""",1.0,Y
New Federal Climate Change Agency Forming: By RANDOLPH E. SCHMID AP Science Writer AP The Obama administration on ... http://bit.ly/aXswH4,0.6245,Y
U.S. to Form Climate-Change Agency: The Obama administration proposed a new agency to study and report on the changing  http://url4.eu/1LSoP,0.6196,
RT @fredthompson UN Global Warming chair says skeptics can't tell asbestos from talcum pwdr. At least they can tell science from a snow job.,0.7008,Y
"@dcseth my ""side"" is science, & it's well-founded. Politics involved, but only b/c we have to deal w/ your climate change denying nonsense.",1.0,Y
"To clarify, here: I am an environmentalist. @dcseth is a climate change denier. You are witnessing an argument.",0.7436,Y
"@dcseth I'm sure you're a decent human, but if youre trying to make climate change political, hard for me to respect any of your opinions.",0.6621,Y
"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1.0,Y
"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1.0,Y
"Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",0.5091,Y
@DavidCornDC Another DC snowstorm? Where's the global warming?,1.0,N
Woot! RT @alexpriest: RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,1.0,Y
RT @usnews: New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,0.6408,
RT @bradplumer Tea-party gang now focused on scuttling California's global-warming law: http://bit.ly/dB1PYw,0.4762,Y
New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,1.0,Y
New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,0.6477,Y
@dcseth oh good god don't tell me you're a climate change denier too,1.0,Y
New federal climate change agency forming http://dlvr.it/1WPN,0.6916,
Tea-party gang now focused on scuttling California's global-warming law: http://bit.ly/dB1PYw,0.6634,
"Ok... @Slate just sent me my mid-day update, linking a story on climate change to the AP...but the link takes me to TPM. #msmbias",0.5313,
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,0.6818,Y
RT @eDevelopment: Two vacancies open at the World Bank: Senior Specialists on ICT for Agriculture and Climate Change and e-Health http://bit.ly/91JGji,0.6879,
Making Ripples: post-corporate adventures in Floyd County Virginia: Is this a preview of the climate change to come? http://j.mp/cTBnzw,0.682,Y
Across the Nation... NOAA reorganizes to provide more info on global warming: The Obama administration launched a ... http://bit.ly/cIPdtR,0.6928,
Business Section... NOAA reorganizes to provide more info on global warming: The Obama administration launched a n... http://bit.ly/9c2kEc,0.6697,Y
Lobbyists rush to block EPA action on #climate change http://bit.ly/d5lq3G,0.6843,Y
"With climate change, birds are taking off for migration sooner ...: Migrating birds can and do keep their travel d... http://bit.ly/90jgQn",1.0,Y
"Just in time for #snomg! RT @BreakingNews: Obama admin forms Climate Service, a new agency to study and report on global warming -AP #tcot",0.6779999999999999,Y
Green Police! RT @peterdaou: Department of Defense states that climate change is a national security threat http://bit.ly/cIN1aK,1.0,Y
"RT @BreakingNews: Obama administration forms Climate Service, a new agency to study and report on global warming -AP",0.6457,
"Disclosing the Real Risks on Climate Change by Paul Driessen, TownHall.com http://bit.ly/8YJBQ7",0.6823,Y
China Daily: The rich world will never accept the findings of #climate change till there is money to be made http://icio.us/bl2v3j,0.7042,Y
"Part of the problem with state/county ""Balanced Budget"" laws are storms like this. With Global Warming, emergencies like this will increase.",1.0,Y
"RFK, Jr., not too long ago: Global warming means no snow in D.C. http://bit.ly/4x6PvE #shovelready",0.6648,Y
Lobbyists Rush to Block EPA Action on Climate Change http://ow.ly/16wIEJ,1.0,
Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius,0.7154,Y
"A lot of NJ's blocked me, but you're fine :) RT @teh_Dede: @keder I'm sorry the Global Warming got ya...and I hope we're still friends.  :)",0.5097,
"@bmorehousehoney that's why the science community has pushed so hard for the term ""Climate Change"" - warming is misleading...",1.0,Y
Report: open green tech and open business models for climate-change oriented technology transfer http://bit.ly/biHivG,1.0,Y
"@algore How is your global warming going there in your DC office? Hope you're nice and toasty...oh wait, #climategate is a scam. thnx #fail",1.0,N
"@jmac82 Exactly, Justin. Just saw Fox 5 say we'll be getting up to 10 inches of global warming on Tuesday. Damn it!",0.7085,N
Climate change is transforming the Arctic environment faster than expected (ENN.com) http://www.enn.com/ecosystems/article/40994,1.0,Y
"Okay, back to buz and no more complaining about snow...until Tuesday when another 6 inches comes.  Notice no talk of global warming lately?!",0.7062,N
"Fighting Climate Change is a Business Model - As governments struggle to solve the climate change crisis, who's ste... http://ow.ly/16wGC9",1.0,Y
"@TraciKnoppe After 27"" on Saturday, we're supposed to get 10 more tomorrow into Wednesday. Must be global warming!",0.4588,Y
just saw someone post on FB that #snowpocalypse must be proof that global warming is a myth. calling him a moron probably isn't productive.,1.0,Y
More mistakes found in climate change report? http://bit.ly/bKqwg6 #tcot #tlot,1.0,
@ScottJW Where is that global warming when we need it?,0.6752,N
"Where Is Global Warming? by Rebecca Terrell, NewAmerican.com http://bit.ly/9RPSIZ",1.0,N
The great global warming collapse http://tgam.ca/Hrh (via @globeandmail),1.0,N
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC (Examiner): http://bit.ly/76Gtnu #tcot",0.6404,Y
"Global warming strikes DC! I present to u, my car:  http://tweetphoto.com/10721938",0.4653,N
Today's @newtgingrich: snow = no #climate change. Yesterday's Newt: #capandtrade good.  http://post.ly/MgbZ,0.6652,
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,1.0,N
"Post: ""Believers in man-made global warming rapidly dwindling"" http://tinyurl.com/yk66f9g",0.6709,
RT @WiserEarth: Follow events live from #bolivia for #cochabamba: World People's Conference on Climate Change  http://bit.ly/aldPym,0.6306,
Naomi Klein on CSPAN: Climate change causing island extinction within 50 years.,1.0,Y
Restoration of Australian landscape enhances adaptability to climate change: http://bit.ly/9UUIi9,0.6988,Y
Climate change is transforming the Arctic environment faster than expected & accelerating the disappearance of sea ice: http://bit.ly/afeLtO,1.0,Y
The video contest @lovisatalk mentioned about Climate Change is on the ning-built Exchanges Connect http://bit.ly/4oLB7G #gov20LA,1.0,
The video contest @lovisatalk mentioned about Climate Change is on the ning-built Exchanges Connect  http://bit.ly/4oLB7G,1.0,
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/dmzEa2",0.5126,
"Mark Steyn: ""climate change is not only a scientific scandal but also a massive journalistic failure."" http://tinyurl.com/yzxap7c",1.0,N
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: ' Robert F. Kennedy Jr., who flies around on p... http://bit.ly/bhvc1D",0.5172,N
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://dlvr.it/1SpZ #snowpocalypse",0.6605,
"RT @joshtpm global warming prolly real in New York, but big scam in DC",1.0,N
RT @Hesperian: World People's Conference on Climate Change starts today in Bolivia! #cochabamba @boliviaun http://ow.ly/1AoQX,0.7092,Y
"RT @joshtpm global warming prolly real in New York, but big scam in DC",0.4677,
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/xx8y",1.0,
"RFK, Jr. 15 months ago - Global warming means no snow or cold in DC: http://bit.ly/aeTiCg @freddoso via Drudge",0.6543,
"Snowmageddon ' More Global Warming from Washington, DC and Mid ...: I wonder what Robert F. Kennedy Jr. would have... http://bit.ly/904bCz",0.6689,
On my way to Italy  - if I can figure out how to get to Dulles. Battling the climate in the fight to end climate change!,1.0,Y
